ngram_n,term,pooled_log_odds_z,positive_direction_industries,dominant_industry,dominant_industry_share_of_boundary_positive_occurrences,diagnostic_label,industry_details
1,context,2.0852937350697958,4,software_engineering,0.41025641025641024,broad_cross_industry,"finance: pos_df=9/190, neg_df=2/310, direction=positive | healthcare: pos_df=6/241, neg_df=1/259, direction=positive | law: pos_df=6/243, neg_df=2/257, direction=positive | software_engineering: pos_df=11/187, neg_df=4/313, direction=positive"
1,human,2.064553564351248,4,healthcare,0.29411764705882354,broad_cross_industry,"finance: pos_df=27/190, neg_df=9/310, direction=positive | healthcare: pos_df=31/241, neg_df=21/259, direction=positive | law: pos_df=19/243, neg_df=6/257, direction=positive | software_engineering: pos_df=22/187, neg_df=14/313, direction=positive"
1,place,2.0490371516754218,4,law,0.3235294117647059,broad_cross_industry,"finance: pos_df=8/190, neg_df=1/310, direction=positive | healthcare: pos_df=7/241, neg_df=2/259, direction=positive | law: pos_df=10/243, neg_df=1/257, direction=positive | software_engineering: pos_df=5/187, neg_df=1/313, direction=positive"
1,errors,2.0440705485904824,4,finance,0.4444444444444444,broad_cross_industry,"finance: pos_df=7/190, neg_df=2/310, direction=positive | healthcare: pos_df=1/241, neg_df=1/259, direction=positive | law: pos_df=7/243, neg_df=1/257, direction=positive | software_engineering: pos_df=3/187, neg_df=0/313, direction=positive"
1,appropriate,2.0370940888852913,4,law,0.42105263157894735,broad_cross_industry,"finance: pos_df=5/190, neg_df=0/310, direction=positive | healthcare: pos_df=2/241, neg_df=0/259, direction=positive | law: pos_df=8/243, neg_df=0/257, direction=positive | software_engineering: pos_df=2/187, neg_df=1/313, direction=positive"
1,needs,2.0247327933442287,4,healthcare,0.30434782608695654,broad_cross_industry,"finance: pos_df=10/190, neg_df=5/310, direction=positive | healthcare: pos_df=12/241, neg_df=4/259, direction=positive | law: pos_df=9/243, neg_df=0/257, direction=positive | software_engineering: pos_df=13/187, neg_df=4/313, direction=positive"
1,rely,2.0123429978120444,4,law,0.4166666666666667,broad_cross_industry,"finance: pos_df=3/190, neg_df=0/310, direction=positive | healthcare: pos_df=8/241, neg_df=0/259, direction=positive | law: pos_df=9/243, neg_df=0/257, direction=positive | software_engineering: pos_df=3/187, neg_df=3/313, direction=positive"
1,brief,1.9727264316126314,1,law,1.0,industry_concentrated,"finance: pos_df=0/190, neg_df=0/310, direction=positive | healthcare: pos_df=0/241, neg_df=0/259, direction=positive | law: pos_df=11/243, neg_df=1/257, direction=positive | software_engineering: pos_df=0/187, neg_df=0/313, direction=positive"
2,not trust,1.9619019824499042,4,law,0.42857142857142855,broad_cross_industry,"finance: pos_df=4/190, neg_df=0/310, direction=positive | healthcare: pos_df=1/241, neg_df=0/259, direction=positive | law: pos_df=6/243, neg_df=0/257, direction=positive | software_engineering: pos_df=3/187, neg_df=0/313, direction=positive"
1,using,1.9523467640490206,4,law,0.3230769230769231,broad_cross_industry,"finance: pos_df=24/190, neg_df=22/310, direction=positive | healthcare: pos_df=39/241, neg_df=21/259, direction=positive | law: pos_df=49/243, neg_df=23/257, direction=positive | software_engineering: pos_df=45/187, neg_df=29/313, direction=positive"
1,data,1.9409023648031418,4,software_engineering,0.3146853146853147,broad_cross_industry,"finance: pos_df=27/190, neg_df=17/310, direction=positive | healthcare: pos_df=32/241, neg_df=10/259, direction=positive | law: pos_df=13/243, neg_df=10/257, direction=positive | software_engineering: pos_df=22/187, neg_df=16/313, direction=positive"
1,accurate,1.922891233512016,4,healthcare,0.32,broad_cross_industry,"finance: pos_df=6/190, neg_df=1/310, direction=positive | healthcare: pos_df=6/241, neg_df=3/259, direction=positive | law: pos_df=7/243, neg_df=0/257, direction=positive | software_engineering: pos_df=3/187, neg_df=0/313, direction=positive"
2,hipaa compliant,1.890481232722179,1,healthcare,1.0,industry_concentrated,"finance: pos_df=0/190, neg_df=0/310, direction=positive | healthcare: pos_df=12/241, neg_df=0/259, direction=positive | law: pos_df=0/243, neg_df=0/257, direction=positive | software_engineering: pos_df=0/187, neg_df=0/313, direction=positive"
1,ok,1.8863080836961406,4,law,0.5454545454545454,broad_cross_industry,"finance: pos_df=4/190, neg_df=1/310, direction=positive | healthcare: pos_df=2/241, neg_df=1/259, direction=positive | law: pos_df=12/243, neg_df=0/257, direction=positive | software_engineering: pos_df=3/187, neg_df=1/313, direction=positive"
1,lawyer,1.8715484288806519,1,law,1.0,industry_concentrated,"finance: pos_df=0/190, neg_df=0/310, direction=positive | healthcare: pos_df=0/241, neg_df=0/259, direction=positive | law: pos_df=28/243, neg_df=12/257, direction=positive | software_engineering: pos_df=0/187, neg_df=0/313, direction=positive"
1,answers,1.8676482729691046,3,law,0.42857142857142855,broad_cross_industry,"finance: pos_df=9/190, neg_df=1/310, direction=positive | healthcare: pos_df=4/241, neg_df=6/259, direction=negative | law: pos_df=11/243, neg_df=0/257, direction=positive | software_engineering: pos_df=4/187, neg_df=1/313, direction=positive"
1,case,1.8489692900253183,4,law,0.6666666666666666,industry_concentrated,"finance: pos_df=6/190, neg_df=9/310, direction=positive | healthcare: pos_df=10/241, neg_df=2/259, direction=positive | law: pos_df=40/243, neg_df=12/257, direction=positive | software_engineering: pos_df=5/187, neg_df=7/313, direction=positive"
1,reliable,1.8375351156974364,4,law,0.5,broad_cross_industry,"finance: pos_df=3/190, neg_df=0/310, direction=positive | healthcare: pos_df=4/241, neg_df=1/259, direction=positive | law: pos_df=7/243, neg_df=0/257, direction=positive | software_engineering: pos_df=1/187, neg_df=0/313, direction=positive"
2,work not,1.8162569327652898,4,law,0.5,broad_cross_industry,"finance: pos_df=1/190, neg_df=0/310, direction=positive | healthcare: pos_df=3/241, neg_df=0/259, direction=positive | law: pos_df=6/243, neg_df=0/257, direction=positive | software_engineering: pos_df=2/187, neg_df=0/313, direction=positive"
1,need,1.8035552430441866,4,healthcare,0.2761904761904762,broad_cross_industry,"finance: pos_df=42/190, neg_df=37/310, direction=positive | healthcare: pos_df=42/241, neg_df=12/259, direction=positive | law: pos_df=38/243, neg_df=15/257, direction=positive | software_engineering: pos_df=35/187, neg_df=34/313, direction=positive"
1,compliant,1.787494096818997,1,healthcare,1.0,industry_concentrated,"finance: pos_df=0/190, neg_df=0/310, direction=positive | healthcare: pos_df=15/241, neg_df=0/259, direction=positive | law: pos_df=0/243, neg_df=2/257, direction=negative | software_engineering: pos_df=0/187, neg_df=0/313, direction=positive"
1,checking,1.7662553703946435,3,law,0.4666666666666667,broad_cross_industry,"finance: pos_df=5/190, neg_df=0/310, direction=positive | healthcare: pos_df=3/241, neg_df=0/259, direction=positive | law: pos_df=6/243, neg_df=0/257, direction=positive | software_engineering: pos_df=0/187, neg_df=1/313, direction=negative"
1,mistakes,1.7662553703946435,4,finance,0.3333333333333333,broad_cross_industry,"finance: pos_df=5/190, neg_df=0/310, direction=positive | healthcare: pos_df=3/241, neg_df=1/259, direction=positive | law: pos_df=3/243, neg_df=0/257, direction=positive | software_engineering: pos_df=2/187, neg_df=0/313, direction=positive"
1,tests,1.7528250561148067,3,software_engineering,0.75,industry_concentrated,"finance: pos_df=0/190, neg_df=1/310, direction=negative | healthcare: pos_df=4/241, neg_df=1/259, direction=positive | law: pos_df=1/243, neg_df=0/257, direction=positive | software_engineering: pos_df=10/187, neg_df=1/313, direction=positive"
1,information,1.7379909085040797,4,finance,0.3611111111111111,broad_cross_industry,"finance: pos_df=18/190, neg_df=5/310, direction=positive | healthcare: pos_df=21/241, neg_df=9/259, direction=positive | law: pos_df=15/243, neg_df=6/257, direction=positive | software_engineering: pos_df=5/187, neg_df=2/313, direction=positive"
1,writing,1.7379909085040797,4,law,0.3888888888888889,broad_cross_industry,"finance: pos_df=5/190, neg_df=2/310, direction=positive | healthcare: pos_df=13/241, neg_df=8/259, direction=positive | law: pos_df=17/243, neg_df=4/257, direction=positive | software_engineering: pos_df=20/187, neg_df=9/313, direction=positive"
1,checked,1.6921447817112256,4,law,0.42857142857142855,broad_cross_industry,"finance: pos_df=4/190, neg_df=0/310, direction=positive | healthcare: pos_df=3/241, neg_df=0/259, direction=positive | law: pos_df=5/243, neg_df=0/257, direction=positive | software_engineering: pos_df=1/187, neg_df=1/313, direction=positive"
1,edit,1.6921447817112256,4,healthcare,0.35714285714285715,broad_cross_industry,"finance: pos_df=3/190, neg_df=0/310, direction=positive | healthcare: pos_df=5/241, neg_df=0/259, direction=positive | law: pos_df=1/243, neg_df=0/257, direction=positive | software_engineering: pos_df=4/187, neg_df=1/313, direction=positive"
1,tested,1.6921447817112256,4,law,0.2857142857142857,broad_cross_industry,"finance: pos_df=3/190, neg_df=0/310, direction=positive | healthcare: pos_df=3/241, neg_df=1/259, direction=positive | law: pos_df=4/243, neg_df=0/257, direction=positive | software_engineering: pos_df=4/187, neg_df=0/313, direction=positive"
1,responsible,1.6921447817112256,4,law,0.42857142857142855,broad_cross_industry,"finance: pos_df=1/190, neg_df=0/310, direction=positive | healthcare: pos_df=1/241, neg_df=0/259, direction=positive | law: pos_df=5/243, neg_df=0/257, direction=positive | software_engineering: pos_df=4/187, neg_df=1/313, direction=positive"
1,not,1.6915618570483064,4,law,0.3084040092521203,broad_cross_industry,"finance: pos_df=139/190, neg_df=138/310, direction=positive | healthcare: pos_df=162/241, neg_df=112/259, direction=positive | law: pos_df=179/243, neg_df=125/257, direction=positive | software_engineering: pos_df=128/187, neg_df=143/313, direction=positive"
2,ai cannot,1.6901916315854544,4,finance,0.5,broad_cross_industry,"finance: pos_df=15/190, neg_df=4/310, direction=positive | healthcare: pos_df=4/241, neg_df=4/259, direction=positive | law: pos_df=9/243, neg_df=3/257, direction=positive | software_engineering: pos_df=5/187, neg_df=1/313, direction=positive"
2,work ai,1.6670161783474617,4,law,0.3076923076923077,broad_cross_industry,"finance: pos_df=2/190, neg_df=0/310, direction=positive | healthcare: pos_df=3/241, neg_df=0/259, direction=positive | law: pos_df=4/243, neg_df=1/257, direction=positive | software_engineering: pos_df=4/187, neg_df=0/313, direction=positive"
1,material,1.6604238397369853,4,finance,0.3333333333333333,broad_cross_industry,"finance: pos_df=6/190, neg_df=1/310, direction=positive | healthcare: pos_df=2/241, neg_df=0/259, direction=positive | law: pos_df=5/243, neg_df=0/257, direction=positive | software_engineering: pos_df=2/187, neg_df=3/313, direction=positive"
2,not rely,1.6578779574923606,2,law,0.6,industry_concentrated,"finance: pos_df=0/190, neg_df=0/310, direction=positive | healthcare: pos_df=4/241, neg_df=0/259, direction=positive | law: pos_df=5/243, neg_df=0/257, direction=positive | software_engineering: pos_df=0/187, neg_df=0/313, direction=positive"
1,docs,1.64584759118182,4,healthcare,0.5217391304347826,broad_cross_industry,"finance: pos_df=1/190, neg_df=0/310, direction=positive | healthcare: pos_df=8/241, neg_df=0/259, direction=positive | law: pos_df=4/243, neg_df=3/257, direction=positive | software_engineering: pos_df=2/187, neg_df=1/313, direction=positive"
1,relevant,1.6326062565051085,4,law,0.4074074074074074,broad_cross_industry,"finance: pos_df=8/190, neg_df=0/310, direction=positive | healthcare: pos_df=4/241, neg_df=2/259, direction=positive | law: pos_df=9/243, neg_df=2/257, direction=positive | software_engineering: pos_df=4/187, neg_df=2/313, direction=positive"
1,ethical,1.6148516571055844,4,law,0.46153846153846156,broad_cross_industry,"finance: pos_df=1/190, neg_df=0/310, direction=positive | healthcare: pos_df=4/241, neg_df=0/259, direction=positive | law: pos_df=6/243, neg_df=0/257, direction=positive | software_engineering: pos_df=1/187, neg_df=1/313, direction=positive"
